account	period	atr	rr	model	threshold	min_conf	kept	pnl	pf	wr	max_dd_pct	avg_pnl	avg_r
C	2025-10-01	3.0	2.5	UNFILTERED	—	0.45	66	1250.1610000000023	1.4971487221741946	0.42424242424242425	25.80427280400671	18.941833333333367	13.769630703562799
C	2025-10-01	3.0	2.5	V4	0.65	0.45	41	1088.9300000000017	1.6781758450495927	0.43902439024390244	37.02100069830873	26.55926829268297	18.204316260835913
C	2025-10-01	3.0	3.0	UNFILTERED	—	0.45	62	1594.7390000000005	1.7959423753210508	0.46774193548387094	13.047105143487187	25.721596774193557	29.189115070969283
C	2025-10-01	3.0	3.0	V4	0.65	0.45	39	797.2659999999996	1.5604744939134647	0.46153846153846156	28.51701801694549	20.442717948717938	15.212665347647139
C	2024-01-01	1.5	1.5	UNFILTERED	—	0.45	511	897.7110000000056	1.1234978249543999	0.4227005870841487	43.09986415762221	1.7567729941291694	3.750066846052141
C	2024-01-01	1.5	1.5	V4	0.65	0.45	250	1479.2120000000039	1.4278775340662053	0.472	20.732151029193258	5.916848000000015	16.39405558760621
C	2024-01-01	1.5	2.0	UNFILTERED	—	0.45	456	-336.11699999999473	0.9533798457160388	0.3530701754385965	64.25165145316456	-0.7370986842105147	-1.426335002190852
C	2024-01-01	1.5	2.0	V4	0.65	0.45	215	54.761999999999915	1.014737551449023	0.37209302325581395	44.4287381423419	0.25470697674418563	5.303078795224465
C	2024-01-01	1.5	2.5	UNFILTERED	—	0.45	421	485.1069999999991	1.072183622009095	0.34441805225653205	39.76202277543023	1.152273159144891	6.04927583314198
C	2024-01-01	1.5	2.5	V4	0.65	0.45	182	450.06600000000003	1.1384292430414904	0.3626373626373626	33.86968401441522	2.47289010989011	11.386835784269442
C	2024-01-01	1.5	3.0	UNFILTERED	—	0.45	396	2283.8819999999996	1.2863964920385438	0.3560606060606061	33.4087538687127	5.767378787878787	18.273608539116857
C	2024-01-01	1.5	3.0	V4	0.65	0.45	183	1264.7800000000002	1.3107950143248595	0.37158469945355194	22.45828236702227	6.91136612021858	24.12606154186496
